Study_Visit_ID	SeqExome_Cp_10p14	SeqExome_Cp_10q23	SeqExome_Cp_11p15	SeqExome_Cp_11q23	SeqExome_Cp_12p13	SeqExome_Cp_12q21	SeqExome_Cp_13q14	SeqExome_Cp_13q34	SeqExome_Cp_14q23	SeqExome_Cp_15q15	SeqExome_Cp_15q26	SeqExome_Cp_16p12	SeqExome_Cp_16q22	SeqExome_Cp_17p13	SeqExome_Cp_17q23	SeqExome_Cp_18p11	SeqExome_Cp_18q21	SeqExome_Cp_19p13	SeqExome_Cp_19q13	SeqExome_Cp_1p22	SeqExome_Cp_1q21	SeqExome_Cp_20p12	SeqExome_Cp_20q13	SeqExome_Cp_21q21	SeqExome_Cp_21q22	SeqExome_Cp_22q13	SeqExome_Cp_2p23	SeqExome_Cp_2q22	SeqExome_Cp_3p22	SeqExome_Cp_3q21	SeqExome_Cp_4p15	SeqExome_Cp_4q31	SeqExome_Cp_5p15	SeqExome_Cp_5q31	SeqExome_Cp_6p22	SeqExome_Cp_6q25	SeqExome_Cp_7p14	SeqExome_Cp_7q22	SeqExome_Cp_8p22	SeqExome_Cp_8q24	SeqExome_Cp_9p13	SeqExome_Cp_9q33	SeqExome_Cp_BIRCs	SeqExome_Cp_CDKN2C	SeqExome_Cp_CYLD	SeqExome_Cp_FAM46C	SeqExome_Cp_MYC	SeqExome_Cp_RB1	SeqExome_Cp_TP53	SeqExome_Cp_TRAF2	SeqExome_Cp_TRAF3	SeqExome_Cp_UTX	SeqExome_Cp_Xp11	SeqExome_Cp_Xq22	SeqExome_Cp_12p13_20percent	SeqExome_Cp_12p13_50percent	SeqExome_Cp_13q14_20percent	SeqExome_Cp_13q14_50percent	SeqExome_Cp_13q34_20percent	SeqExome_Cp_13q34_50percent	SeqExome_Cp_14q23_20percent	SeqExome_Cp_14q23_50percent	SeqExome_Cp_16q22_20percent	SeqExome_Cp_16q22_50percent	SeqExome_Cp_17p13_20percent	SeqExome_Cp_17p13_50percent	SeqExome_Cp_1p22_20percent	SeqExome_Cp_1p22_50percent	SeqExome_Cp_6q25_20percent	SeqExome_Cp_6q25_50percent	SeqExome_Cp_8p22_20percent	SeqExome_Cp_8p22_50percent	SeqExome_Cp_BIRCs_20percent	SeqExome_Cp_BIRCs_50percent	SeqExome_Cp_CDKN2C_20percent	SeqExome_Cp_CDKN2C_50percent	SeqExome_Cp_CYLD_20percent	SeqExome_Cp_CYLD_50percent	SeqExome_Cp_FAM46C_20percent	SeqExome_Cp_FAM46C_50percent	SeqExome_Cp_RB1_20percent	SeqExome_Cp_RB1_50percent	SeqExome_Cp_TP53_20percent	SeqExome_Cp_TP53_50percent	SeqExome_Cp_TRAF2_20percent	SeqExome_Cp_TRAF2_50percent	SeqExome_Cp_TRAF3_20percent	SeqExome_Cp_TRAF3_50percent	SeqExome_Cp_UTX_20percent	SeqExome_Cp_UTX_50percent	SeqExome_Cp_Xp11_20percent	SeqExome_Cp_Xp11_50percent	SeqExome_Cp_Xq22_20percent	SeqExome_Cp_Xq22_50percent	SeqExome_Cp_10p14_20percent	SeqExome_Cp_10p14_50percent	SeqExome_Cp_10q23_20percent	SeqExome_Cp_10q23_50percent	SeqExome_Cp_11p15_20percent	SeqExome_Cp_11p15_50percent	SeqExome_Cp_11q23_20percent	SeqExome_Cp_11q23_50percent	SeqExome_Cp_12q21_20percent	SeqExome_Cp_12q21_50percent	SeqExome_Cp_15q15_20percent	SeqExome_Cp_15q15_50percent	SeqExome_Cp_15q26_20percent	SeqExome_Cp_15q26_50percent	SeqExome_Cp_16p12_20percent	SeqExome_Cp_16p12_50percent	SeqExome_Cp_17q23_20percent	SeqExome_Cp_17q23_50percent	SeqExome_Cp_18p11_20percent	SeqExome_Cp_18p11_50percent	SeqExome_Cp_18q21_20percent	SeqExome_Cp_18q21_50percent	SeqExome_Cp_19p13_20percent	SeqExome_Cp_19p13_50percent	SeqExome_Cp_19q13_20percent	SeqExome_Cp_19q13_50percent	SeqExome_Cp_1q21_20percent	SeqExome_Cp_1q21_50percent	SeqExome_Cp_20p12_20percent	SeqExome_Cp_20p12_50percent	SeqExome_Cp_20q13_20percent	SeqExome_Cp_20q13_50percent	SeqExome_Cp_21q21_20percent	SeqExome_Cp_21q21_50percent	SeqExome_Cp_21q22_20percent	SeqExome_Cp_21q22_50percent	SeqExome_Cp_22q13_20percent	SeqExome_Cp_22q13_50percent	SeqExome_Cp_2p23_20percent	SeqExome_Cp_2p23_50percent	SeqExome_Cp_2q22_20percent	SeqExome_Cp_2q22_50percent	SeqExome_Cp_3p22_20percent	SeqExome_Cp_3p22_50percent	SeqExome_Cp_3q21_20percent	SeqExome_Cp_3q21_50percent	SeqExome_Cp_4p15_20percent	SeqExome_Cp_4p15_50percent	SeqExome_Cp_4q31_20percent	SeqExome_Cp_4q31_50percent	SeqExome_Cp_5p15_20percent	SeqExome_Cp_5p15_50percent	SeqExome_Cp_5q31_20percent	SeqExome_Cp_5q31_50percent	SeqExome_Cp_6p22_20percent	SeqExome_Cp_6p22_50percent	SeqExome_Cp_7p14_20percent	SeqExome_Cp_7p14_50percent	SeqExome_Cp_7q22_20percent	SeqExome_Cp_7q22_50percent	SeqExome_Cp_8q24_20percent	SeqExome_Cp_8q24_50percent	SeqExome_Cp_9p13_20percent	SeqExome_Cp_9p13_50percent	SeqExome_Cp_9q33_20percent	SeqExome_Cp_9q33_50percent	SeqExome_Cp_MYC_20percent	SeqExome_Cp_MYC_50percent	SeqExome_Cp_Hyperdiploid_Chr_Count	SeqExome_Cp_Hyperdiploid_Call
MMRF_1090_1_BM	0.013	0.014	0.026	0.016	0.023	-0.011	-0.207	0.055	0.028	0.038	0.056	0.010	0.077	0.079	0.060	-0.004	-0.058	0.611	0.634	0.015	0.072	-0.133	0.096	0.003	0.035	0.078	0.055	0.016	0.045	0.047	-0.027	-0.004	0.523	0.546	0.586	0.400	0.558	0.577	0.016	0.035	0.577	0.562	0.016	0.013	0.061	0.028	0.035	-0.165	0.079	0.641	0.034	-0.863	-0.870	-0.849	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	4	1
MMRF_1092_1_BM	-0.053	-0.022	0.784	0.524	-0.038	-0.063	-0.009	-0.084	-0.048	0.903	0.899	-0.039	-0.095	-0.085	-0.092	-0.047	-0.101	0.458	0.470	-0.070	-0.070	-0.022	-0.081	-0.056	-0.091	-0.090	-0.063	-0.057	0.494	0.486	-0.058	-0.046	0.917	0.887	-0.056	-0.032	0.513	0.525	-0.042	-0.580	0.893	0.853	0.535	-0.055	-0.056	-0.081	-0.053	-0.020	-0.085	0.797	-0.094	-1.055	-1.080	-1.075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	7	1
MMRF_1098_1_BM	-0.011	0.003	-0.015	0.005	0.015	0.037	-0.962	-0.960	-0.939	-0.008	-0.023	-0.013	-0.016	-0.005	-0.011	0.011	-0.016	0.029	0.018	0.015	0.020	-0.024	-0.019	0.034	-0.048	-0.932	-0.018	-0.001	-0.009	-0.055	-0.017	0.011	-0.019	0.010	-0.009	-0.005	-0.037	0.036	-0.009	-0.003	-0.000	-0.001	0.005	0.011	0.013	-0.013	-0.003	-0.931	-0.005	-0.043	-0.974	-1.011	-1.011	-0.953	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_1100_1_BM	-0.006	-0.032	-0.014	-0.027	-0.007	0.008	-0.963	-1.040	-0.022	0.110	0.092	-0.027	-0.066	-0.063	-0.048	-0.007	-0.006	-0.050	-0.057	0.030	-0.034	-0.047	-0.043	-0.026	-0.014	-0.072	-0.035	-0.008	-0.033	-0.052	0.026	0.008	-0.042	-0.033	-0.032	-0.638	-0.013	-0.018	-0.033	-0.041	-0.030	-0.027	-0.027	0.004	-0.041	-0.014	-0.041	-0.963	-0.063	-0.094	-0.041	-0.969	-1.052	-0.240	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_1107_1_BM	0.000	-0.016	-0.022	0.589	-0.019	-0.054	-0.201	-0.982	-0.017	0.301	0.269	-0.027	-0.008	-0.001	-0.010	0.542	0.547	0.577	0.568	-0.041	0.978	-0.017	-0.020	-0.014	-0.016	-0.025	-0.023	-0.045	0.568	0.557	-0.058	-0.028	0.089	-0.014	0.553	-0.039	-0.022	-0.022	-0.176	0.869	0.569	0.560	-0.029	-0.001	-0.039	-0.010	0.869	-0.201	-0.001	0.541	-0.027	-1.020	-1.034	0.004	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	1	1	1	1	4	1
MMRF_1108_1_BM	0.015	0.026	0.566	0.594	-0.937	0.020	0.017	0.034	0.020	0.591	0.593	0.012	0.038	0.027	0.031	0.014	0.014	0.619	0.619	0.002	0.040	0.020	0.016	0.606	0.606	0.034	0.028	0.017	0.022	0.021	0.014	0.017	0.580	0.565	0.034	-0.827	0.022	0.021	-0.736	0.049	0.595	0.595	0.594	-0.729	0.022	-0.812	0.049	0.017	0.027	0.658	0.028	-0.585	-0.929	-0.929	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	6	1
MMRF_1110_2_BM	0.015	0.004	0.009	0.566	0.001	0.033	0.021	0.015	0.593	0.576	0.582	0.013	0.000	0.152	0.152	1.317	1.311	0.004	-0.003	0.010	0.010	0.004	0.002	0.020	0.020	0.007	0.014	0.004	-0.001	0.015	0.582	0.601	0.585	0.547	-0.008	0.013	0.593	0.585	-0.006	0.016	0.424	0.424	0.581	0.006	0.000	0.010	0.548	0.034	0.152	0.432	0.581	-0.998	-0.994	-1.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	1	1	4	1
MMRF_1112_3_BM	-0.002	-0.010	0.455	0.465	-0.017	0.052	0.018	-0.035	-0.013	0.778	0.774	-0.033	-0.049	-0.023	-0.021	-0.009	-0.009	0.390	0.382	0.055	0.001	-0.023	-0.035	0.458	0.458	-0.036	-0.007	0.011	0.218	0.446	0.027	0.028	0.472	0.460	0.446	0.106	0.010	0.009	-0.563	-0.020	0.436	0.428	0.494	-0.022	-0.049	-0.004	-0.020	0.018	-0.023	0.401	-0.044	-1.000	-1.000	-1.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	7	1
MMRF_1127_1_BM	0.001	-0.015	0.007	-0.026	-0.002	0.006	-0.626	-0.559	-0.599	0.017	0.008	0.033	-0.545	0.022	0.032	-0.008	-0.014	0.096	0.046	-0.064	0.056	0.015	0.022	-0.029	0.054	0.043	0.000	-0.011	0.032	0.074	-0.028	-0.024	-0.005	-0.001	0.008	-0.183	-0.006	0.004	-0.007	0.038	-0.004	0.441	-0.043	-0.018	-0.616	0.056	0.038	-0.626	0.022	0.471	-0.546	-0.920	-0.920	-0.943	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
MMRF_1129_1_BM	-0.119	0.024	0.015	0.002	0.030	-0.017	-0.981	-1.007	-0.962	0.018	0.011	0.021	-0.098	0.028	0.021	0.014	0.001	0.052	0.048	0.055	0.555	0.020	0.025	0.013	0.002	0.023	0.004	0.021	0.079	0.015	0.007	0.527	-0.008	0.008	0.146	-0.969	0.009	0.040	0.019	0.013	0.511	0.509	0.002	0.032	-0.127	0.013	0.013	-0.980	0.028	0.512	-0.986	-0.967	-1.023	-0.969	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0
MMRF_1137_2_BM	-0.679	-0.054	0.098	0.102	-0.010	0.008	-0.010	-0.025	-0.007	-0.016	-0.015	-0.003	-0.006	-0.019	-0.011	0.075	0.091	0.006	0.011	0.019	0.439	-0.022	-0.003	-0.014	-0.028	-0.005	0.033	-0.015	-0.000	-0.016	0.003	0.002	-0.020	-0.006	0.007	-0.004	0.013	0.001	-0.031	-0.008	0.088	0.084	0.105	-0.001	-0.021	-0.003	-0.008	-0.010	-0.019	0.099	-0.010	-1.015	-1.016	-0.995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_1137_4_BM	-0.950	-0.038	-0.014	-0.020	-0.024	0.068	0.061	-0.104	-0.041	-0.019	-0.069	-0.109	-0.095	-0.770	-0.056	-0.007	0.013	-0.114	-0.125	0.097	0.524	-0.089	-0.099	0.062	-0.044	-0.094	-0.006	-0.012	-0.027	-0.073	0.021	0.099	-0.082	-0.042	-0.027	-0.044	0.004	0.021	-0.054	-0.135	-0.047	-0.026	-0.020	-0.024	-0.113	0.010	-0.135	0.061	-0.770	-0.205	-0.074	-1.038	-0.951	-0.994	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_1143_2_BM	-0.039	-0.031	0.059	0.050	-0.041	-0.053	-0.069	-0.016	-0.034	0.058	0.076	-0.041	0.005	0.018	-0.000	-0.064	-0.045	0.075	0.111	-0.052	0.005	-0.120	-0.046	0.017	0.070	0.012	-0.017	-0.039	0.071	0.062	-0.058	-0.059	0.113	0.148	-0.003	-0.041	0.065	0.074	-0.083	0.046	0.197	0.105	0.023	-0.051	-0.025	-0.032	0.288	-0.040	0.018	0.211	-0.011	-1.058	-1.069	-0.867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
MMRF_1148_1_BM	-0.070	-0.051	-0.058	-0.039	-0.928	-0.055	-0.030	-0.106	-1.020	0.497	0.489	-0.073	-0.123	-0.072	0.461	-0.017	0.537	0.812	-0.088	-0.020	0.483	-0.092	-0.102	0.520	0.473	-0.129	-0.069	-0.026	0.495	0.524	-0.053	-0.013	0.528	0.516	-0.074	-0.042	0.474	0.504	-1.022	0.400	0.517	0.465	0.024	-0.100	-0.084	-0.058	0.400	-0.030	-0.072	0.383	-0.155	-1.069	-1.010	-1.033	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	6	1
MMRF_1151_1_BM	-0.011	0.020	0.612	0.597	0.011	0.024	0.018	0.011	0.005	0.585	0.586	0.011	0.021	0.008	0.022	-0.924	-0.885	0.606	0.594	0.036	0.016	0.009	0.004	0.009	0.010	0.032	0.015	0.015	0.046	0.045	0.018	0.023	0.595	0.599	0.016	-0.986	0.028	0.003	0.085	0.126	1.001	1.000	0.597	0.010	0.013	0.012	0.126	0.018	0.008	1.000	0.006	-1.025	-0.967	-1.010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	5	1
MMRF_1152_1_BM	-0.023	-0.010	0.541	0.564	-0.038	-0.044	-0.022	-0.011	-0.036	0.558	0.546	-0.042	-0.032	-0.036	-0.035	-0.048	-0.044	0.536	0.530	-0.103	0.287	-0.027	-0.026	0.542	0.531	-0.012	-0.020	-0.033	0.532	0.548	-0.038	-0.010	0.533	0.564	0.544	-0.027	0.554	0.537	-0.429	-0.031	0.550	0.537	0.539	-4.557	-0.032	-0.089	0.358	-0.022	-0.036	0.553	-0.024	-1.069	-1.020	-0.048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	8	1
MMRF_1153_1_BM	-0.000	0.009	-0.005	0.016	-0.004	-0.033	-0.994	-0.955	-0.018	0.584	0.606	0.077	-0.868	0.062	0.042	-0.014	0.002	0.673	0.078	-0.034	0.601	-0.988	0.056	-0.010	0.059	0.065	0.032	-0.010	0.500	0.558	-0.014	-0.022	0.625	0.576	0.555	0.008	0.555	0.574	-0.070	-0.015	0.579	0.576	0.030	0.018	0.061	-0.009	-0.015	-0.994	0.062	0.701	0.087	-0.967	-0.995	-1.004	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	5	1
MMRF_1153_4_BM	-0.012	-0.004	0.004	-0.014	-0.013	-0.029	-0.989	-0.944	-0.002	0.556	0.556	-0.003	-0.943	0.006	0.009	-0.027	-0.017	0.602	0.015	-0.040	0.562	-0.958	0.014	-0.029	0.016	0.018	-0.003	-0.012	0.565	0.557	0.005	-0.023	0.555	0.560	0.550	-0.022	0.551	0.554	-0.001	0.001	0.559	0.581	-0.014	0.003	-0.001	0.000	0.001	-0.988	0.006	0.581	0.010	-0.944	-0.956	-0.964	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	5	1
MMRF_1155_1_BM	-0.062	-0.058	0.504	0.507	-0.049	-0.073	-1.032	-1.047	-1.040	0.856	0.859	-0.066	-1.010	-0.108	-0.065	-0.064	-0.088	0.508	-0.055	-0.525	-0.081	-0.086	-0.079	0.500	0.500	-0.083	-0.074	-0.056	0.480	0.496	0.470	0.466	-0.061	-0.058	-0.067	-0.072	-0.077	-0.058	-0.081	-0.071	0.082	0.484	0.519	0.202	-0.085	-0.590	-0.071	-1.003	-0.108	0.484	-1.022	-1.113	-1.080	-1.071	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	4	1
MMRF_1155_2_BM	-0.109	-0.146	0.435	0.426	-0.123	-0.139	-1.060	-1.064	-1.075	0.826	0.872	-0.102	-0.996	-0.129	-0.122	-0.152	-0.126	0.660	-0.102	-1.066	-0.168	-0.101	-0.101	0.408	0.474	-0.082	-0.159	-0.146	0.321	0.434	0.414	0.176	-0.032	-0.104	-0.163	-0.177	-0.120	-0.131	-0.138	-0.148	-0.110	0.419	0.440	0.337	-0.094	-0.996	-0.148	-1.060	-0.129	0.443	-1.032	-1.123	-1.123	-1.151	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	4	1
MMRF_1157_1_BM	0.001	-0.004	-0.004	-0.004	0.011	0.015	0.011	-0.006	0.003	-0.000	-0.005	-0.001	-0.005	-0.006	-0.001	0.009	0.002	-0.000	-0.001	0.015	0.001	-0.002	-0.007	-0.001	-0.001	0.004	-0.534	0.008	0.006	0.007	-0.006	0.015	-0.004	0.012	-0.005	0.012	0.004	-0.001	0.002	0.008	0.010	-0.006	0.003	0.004	-0.004	0.000	0.008	0.011	-0.006	-0.006	0.003	-0.994	-0.965	-0.972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_1157_2_BM	-0.002	-0.052	-0.045	-0.014	-0.020	-0.016	-0.001	-0.069	0.502	-0.034	-0.058	-0.075	-0.078	-0.064	-0.043	-0.029	-0.035	-0.076	-0.088	0.004	-0.012	-0.063	-0.071	-0.026	-0.026	-0.074	-1.014	0.532	-0.072	-0.101	0.001	0.002	-0.009	0.001	-0.010	-0.022	-0.024	-0.023	-0.035	0.000	-0.023	-0.043	-0.007	0.000	-0.049	-0.007	0.000	-0.005	-0.064	-0.089	-0.071	-1.036	-0.979	-0.953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_1157_3_BM	-0.050	-0.074	-0.037	-0.032	-0.043	0.067	-0.006	-0.064	0.467	-0.073	-0.096	-0.167	-0.200	-0.129	-0.136	-0.020	-0.047	-0.166	-0.190	0.098	-0.100	-0.018	-0.120	0.056	-0.137	-0.153	-1.123	0.560	-0.093	-0.122	0.028	0.039	0.001	-0.001	-0.076	-0.048	-0.013	-0.024	-0.074	-0.170	-0.021	-0.045	-0.032	-0.023	-0.138	-0.030	-0.170	0.046	-0.129	-0.228	-0.198	-1.031	-0.978	-0.957	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
